property_id,location,size_sqft,num_rooms,age_years,condition,proximity_to_amenities_km,sale_price_usd
14597,South Christophertown,3503,10,1,Fair,2.31,1227088
14598,Manuelside,4022,2,75,Poor,5.2,692039
14599,Diaztown,668,1,22,Fair,4.6,1499982
14600,New Robert,4802,6,81,Fair,2.32,1645576
14601,Jenniferton,3517,4,86,Fair,6.17,528035
14602,Calebmouth,4952,8,8,Fair,4.15,1270356
14603,Courtneyburgh,1371,3,66,Excellent,8.89,233791
14604,East Stevenhaven,3929,6,77,Poor,0.57,1246071
14605,West Markview,4380,7,99,Good,2.27,674046
14606,Port Chadville,774,6,100,Poor,2.35,1837973
14607,Simshaven,2784,7,5,Excellent,0.59,1202935
14608,Matthewhaven,4074,4,7,Fair,7.57,591917
14609,Amandafort,3959,4,85,Excellent,4.58,849993
14610,Brendaton,1048,8,3,Good,5.5,1066985
14611,New Mistychester,1033,4,74,Poor,1.63,1925514
14612,New Rhonda,1214,5,8,Good,6.48,1076964
14613,Reedside,2652,4,31,Fair,4.13,135739
14614,South Dianetown,3429,5,98,Fair,7.39,492819
14615,New Danatown,4388,9,16,Good,5.78,1898983
14616,Stephentown,3787,9,47,Fair,6.69,1407517
14617,New Rebeccaport,4654,10,24,Fair,3.98,103699
14618,Port Diane,2492,2,9,Good,0.71,1466092
14619,Seanberg,1626,10,13,Fair,3.03,357488
14620,West Maurice,1491,1,19,Fair,3.32,1534623
14621,Morganchester,697,1,75,Good,0.23,1128297
14622,Lake Graceview,1827,1,92,Poor,9.76,1366829
14623,Meyerstown,1207,1,6,Poor,0.99,1052535
14624,North Matthewside,2030,3,88,Poor,0.59,1298744
14625,East Kimberlyfurt,2109,5,32,Poor,6.85,1240030
14626,West Jane,4154,3,59,Good,5.87,1494379
14627,Christineport,4972,1,88,Good,1.72,287640
14628,Gregorytown,3558,2,21,Excellent,5.48,718294
14629,West Darren,2654,3,99,Fair,0.73,550474
14630,South Paulamouth,4414,8,59,Fair,4.69,998091
14631,West Heather,1047,8,92,Excellent,9.98,789852
14632,Williamsstad,2019,7,1,Fair,4.26,561449
14633,Norrisburgh,3885,1,1,Good,3.78,1769194
14634,Amandafort,1449,7,30,Excellent,9.04,278242
14635,Stephenbury,825,7,88,Poor,5.56,1257910
14636,Lake Amandamouth,2402,3,83,Good,9.93,258372
14637,Andersonside,2158,6,13,Excellent,1.34,1319115
14638,New Codyton,1707,10,100,Poor,1.54,335296
14639,Lake Hannahchester,2960,6,96,Fair,2.62,1933617
14640,West Danielle,1591,8,64,Excellent,7.84,483780
14641,Courtneyland,3700,9,45,Fair,8.37,1529170
14642,Port Josephberg,591,8,9,Fair,3.23,1430257
14643,Lake Ericborough,3546,5,24,Excellent,5.89,1156108
14644,West Kimberlyshire,991,5,21,Fair,2.38,1416037
14645,Hutchinsonmouth,4679,2,46,Good,5.77,1834416
14646,East Tracey,599,2,85,Good,9.36,225304
14647,Haneyburgh,1423,3,3,Fair,3.79,340207
14648,Graymouth,4797,9,46,Excellent,9.48,291741
14649,Jessicastad,2678,5,30,Good,8.95,1706257
14650,West William,4846,9,3,Excellent,2.89,266098
14651,Shelleyside,572,5,28,Fair,3.85,257943
14652,Angelchester,2984,3,33,Fair,3.89,1247172
14653,Adamshaven,1622,2,51,Good,6.54,1719403
14654,Warrenfurt,3117,8,43,Fair,6.5,1499886
14655,Nancyhaven,2496,3,65,Poor,5.32,1148112
14656,Rodriguezton,4435,8,41,Poor,8.13,100791
14657,North Gregorystad,2249,5,46,Fair,6.28,1063814
14658,Richardview,2045,3,46,Poor,7.51,1878771
14659,Melindabury,4389,2,95,Good,4.45,1437372
14660,Seanhaven,4418,10,3,Good,8.6,1605228
14661,Derekview,4421,5,97,Excellent,9.49,1165527
14662,Keithtown,2254,1,22,Poor,8.33,989942
14663,Lorettaport,1311,5,36,Excellent,6.21,455933
14664,Austinfurt,1912,8,29,Good,4.13,1314017
14665,Port James,3677,9,93,Fair,7.81,695146
14666,South Carriemouth,4935,10,55,Poor,8.93,1499077
14667,Port Cameronville,1080,2,4,Poor,7.51,848040
14668,Wongborough,1696,4,39,Excellent,3.36,1479307
14669,Foleystad,1540,7,13,Poor,1.98,1064891
14670,Markview,4676,8,13,Good,4.07,1331376
14671,East Bailey,1691,2,4,Poor,9.39,1901649
14672,Lake Jamesberg,1057,7,31,Fair,1.92,115609
14673,Charlesmouth,4413,2,56,Poor,9.83,152693
14674,Higginsland,4705,7,85,Good,2.59,600134
14675,Port Danielfurt,1094,9,32,Poor,0.55,579856
14676,Terrymouth,1849,5,5,Good,2.96,1176641
14677,Shelleyborough,2523,10,71,Good,8.7,1999387
14678,Williamsview,3887,9,54,Excellent,0.17,180777
14679,Port Brittanymouth,3463,10,99,Poor,0.29,1287946
14680,South Cory,2346,10,100,Excellent,1.01,1864684
14681,Jeffreychester,2650,2,6,Poor,9.5,1565203
14682,Thomasborough,3829,3,98,Fair,9.47,1708886
14683,Kimberlyfurt,988,7,6,Excellent,9.03,1997271
14684,Lake William,4037,4,37,Fair,2.36,163268
14685,South Crystalland,851,9,81,Poor,2.45,1973998
14686,Trujillofurt,3125,3,41,Fair,1.65,1579462
14687,Tammymouth,3732,8,15,Excellent,9.53,903546
14688,New Kellyland,726,10,17,Excellent,4.25,1828432
14689,Waltersburgh,2077,5,49,Fair,3.48,570229
14690,Lake Sergioshire,3561,2,90,Good,6.4,1425687
14691,Lake Kristinmouth,3701,5,54,Good,0.12,1446778
14692,Lake Calvin,4184,6,34,Fair,6.99,728703
14693,Smithmouth,2340,6,76,Poor,9.19,1836781
14694,Evansberg,1543,1,61,Excellent,1.36,516674
14695,Sarastad,4426,10,71,Fair,1.44,948051
14696,Hendersonmouth,4674,8,90,Fair,9.87,1544314
14697,Annetteville,3830,4,34,Poor,0.33,1897791
14698,South Zachary,1788,4,38,Poor,3.14,552897
14699,North Tyler,2477,4,86,Fair,2.93,174101
14700,South Michelle,4770,1,28,Good,3.61,1735264
14701,Port Abigailbury,2856,10,61,Good,5.16,432601
14702,Bonnieport,4572,9,92,Fair,2.54,287549
14703,East Jillview,1114,8,49,Fair,5.4,987944
14704,Brandyburgh,4045,1,14,Excellent,3.94,660029
14705,East Lisa,753,4,4,Good,0.7,294722
14706,Lake Herbertstad,3918,9,74,Good,5.68,835371
14707,Maryland,1043,3,99,Good,1.21,1919274
14708,Port Patrickburgh,1195,5,19,Good,7.76,1909566
14709,Nelsonborough,1692,3,46,Fair,5.74,808129
14710,Curtisport,827,10,99,Good,6.4,1867712
14711,New Lorraine,3527,9,72,Poor,3.04,661736
14712,East Tyler,2772,6,35,Excellent,6.83,180566
14713,East Jamiemouth,3721,3,36,Fair,9.07,1664137
14714,Cynthiaton,2800,8,47,Excellent,1.33,1205532
14715,New Julia,4305,1,20,Excellent,6.41,888455
14716,South Aaronfort,3297,5,68,Excellent,2.8,407471
14717,Hallport,2986,10,56,Fair,0.79,988154
14718,Jaredview,4885,8,75,Good,9.52,1779502
14719,Smithfurt,3179,4,86,Poor,7.25,1575952
14720,East Jenny,3024,5,81,Excellent,4.84,1314940
14721,Ramirezfurt,4349,5,13,Good,8.14,1041705
14722,New Linda,4689,5,34,Excellent,5.05,239381
14723,Johnsonburgh,4495,7,66,Fair,5.59,1270783
14724,Edwardstad,3662,4,66,Good,1.3,862917
14725,West Ericabury,1624,5,9,Good,0.26,1100033
14726,Melissaville,4344,7,84,Poor,9.72,1376975
14727,Andersonborough,3261,5,91,Fair,5.12,1896232
14728,Leblancstad,1245,8,94,Poor,5.18,1652802
14729,West Jessicaport,4511,5,26,Good,3.84,396544
14730,Gavinton,3305,10,38,Excellent,8.56,1213553
14731,Port Jennifer,4864,7,100,Poor,4.94,480253
14732,West Justin,4735,6,12,Poor,6.24,813753
14733,Hernandezburgh,1015,10,47,Good,0.56,851543
14734,Austinmouth,2561,2,62,Fair,6.77,232476
14735,Leahbury,2697,4,92,Fair,8.31,979620
14736,Port Richardland,2722,2,75,Fair,3.93,1488544
14737,East Chloetown,2867,2,12,Fair,5.16,296435
14738,Michaelhaven,4706,1,78,Fair,5.38,1555312
14739,South Michael,2366,2,17,Fair,3.53,569791
14740,East Joseph,3064,6,75,Excellent,1.18,952971
14741,Johnsonstad,3155,3,10,Poor,4.71,1213349
14742,Hartbury,2461,3,22,Poor,9.23,1223598
14743,West Michael,2066,2,54,Poor,2.01,311627
14744,Richardhaven,3355,9,71,Poor,9.68,163218
14745,Brittanyland,3009,2,34,Fair,1.46,1300952
14746,New Jorge,2071,6,62,Good,6.74,1087088
14747,New Anne,3244,10,89,Good,6.94,877906
14748,Phillipsfurt,4740,6,14,Fair,8.66,1648807
14749,North Morganstad,3871,9,49,Excellent,2.78,119279
14750,Dawsonborough,2781,9,80,Poor,8.01,532370
14751,New Aaron,2661,2,62,Good,2.17,248357
14752,South Crystal,3972,3,13,Excellent,1.28,1935559
14753,New Emilytown,2042,4,9,Poor,5.27,1369258
14754,Johnathanstad,1640,7,4,Excellent,2.7,1841817
14755,North Spencermouth,2916,9,5,Poor,6.25,1663883
14756,West Robertfurt,2056,9,57,Poor,2.67,311772
14757,Kimberlyhaven,3461,7,78,Poor,1.56,1271404
14758,Lake Raymondside,4946,7,71,Fair,3.31,154428
14759,Dillonfort,3130,1,45,Good,7.99,577234
14760,East James,2174,9,9,Poor,1.7,1585831
14761,Hunterview,4290,9,73,Poor,1.61,476655
14762,North Bryan,4760,3,22,Excellent,0.88,134951
14763,Lake Caleb,1920,4,98,Poor,7.87,112075
14764,Port Benjaminchester,1460,3,82,Excellent,8.74,137420
14765,Masseyville,2887,4,13,Poor,0.34,1919267
14766,South Katherine,2523,6,68,Fair,8.35,1962262
14767,Brittanyland,2185,2,7,Fair,9.98,668064
14768,Tinaberg,3263,2,34,Poor,5.74,1672086
14769,Port Ericfurt,1999,4,30,Fair,4.39,988756
14770,East Lisaborough,4571,10,74,Fair,7.56,1462116
14771,New Robert,3571,6,100,Poor,7.3,1448178
14772,West Aaronberg,2512,3,75,Excellent,6.51,1586720
14773,Sarahport,3708,3,55,Poor,9.44,1126041
14774,East Jose,4467,6,74,Poor,5.45,1292616
14775,East Justin,2717,5,20,Fair,4.4,1947499
14776,East Jesseberg,4260,10,80,Excellent,7.02,1504521
14777,North Anthonyborough,4902,5,62,Good,5.25,1307943
14778,South Alicia,3296,6,15,Poor,5.89,1886215
14779,New Donna,1698,8,57,Excellent,9.48,545482
14780,West Eileen,2586,1,55,Good,8.65,1029578
14781,Bryanshire,1090,4,74,Good,9.84,1263055
14782,Bradleybury,2568,2,25,Fair,6.36,1138105
14783,Jerryburgh,1519,8,32,Good,8.0,1684292
14784,Teresaville,3584,7,27,Excellent,2.81,1143953
14785,Brightburgh,3720,9,14,Poor,0.6,416536
14786,Patriciahaven,526,2,61,Good,7.37,462853
14787,Rickyfort,1045,1,47,Good,9.06,185148
14788,Mitchellside,2047,2,18,Poor,2.66,1089765
14789,Ellisstad,2587,4,28,Good,7.83,1376539
14790,South Cesar,4555,3,4,Poor,2.25,916024
14791,Adamborough,4225,5,25,Poor,8.42,954964
14792,Lake Steventon,2769,8,93,Poor,8.71,1190612
14793,Sanchezbury,4687,1,47,Excellent,0.64,408268
14794,Brownfort,3944,8,85,Good,1.4,1687156
14795,North Jennifer,2131,4,19,Excellent,6.82,511188
14796,Rodneyburgh,2676,1,53,Good,6.65,1585677
14797,Jonesborough,917,9,89,Fair,3.21,1006781
14798,Lopezberg,4003,2,1,Poor,8.85,1328574
14799,Manuelside,4510,5,23,Good,3.91,1429915
14800,Zimmermanmouth,1385,2,100,Excellent,3.04,151232
14801,New Jessica,4402,5,35,Poor,7.15,198670
14802,Lake Kevin,4081,3,64,Excellent,2.57,1637629
14803,North Joshua,3669,4,55,Poor,7.45,111030
14804,New Ernest,3065,8,77,Fair,5.89,491599
14805,East Sophia,1478,6,48,Excellent,3.4,677653
14806,East Alexa,1644,8,52,Fair,1.26,1622199
14807,East Vincentmouth,1983,5,30,Excellent,9.47,1112598
14808,Lake Frank,1506,6,84,Excellent,7.97,240921
14809,Carolyntown,3460,5,44,Poor,0.21,288977
14810,Thomastown,946,6,63,Good,7.6,1332079
14811,Samanthaton,836,2,25,Poor,6.76,1052124
14812,West Kevinburgh,1075,8,96,Poor,2.32,849649
14813,Matthewburgh,2772,4,39,Poor,2.59,1644862
14814,New Vanessa,1380,4,99,Excellent,0.61,796467
14815,Lisafurt,4993,1,93,Fair,1.93,1032889
14816,Leonardhaven,4884,2,53,Excellent,8.31,1337266
14817,New Jasmin,2698,7,18,Good,9.1,1635775
14818,Austinchester,1543,6,29,Poor,5.37,1779507
14819,Lake Tammy,1285,5,23,Fair,0.85,1382416
14820,East Dawn,3967,9,100,Good,9.25,1761602
14821,Ramirezstad,2178,8,86,Excellent,2.97,1534925
14822,Port Matthew,827,7,95,Excellent,9.3,709673
14823,East Jennifer,990,6,11,Fair,2.72,1890651
14824,Romeroshire,580,8,50,Good,9.06,1347159
14825,Kristinland,1412,9,67,Good,6.34,484230
14826,West Johnton,3265,2,100,Fair,3.9,111161
14827,Matthewfort,2770,6,21,Poor,5.23,1720248
14828,Ashleyton,2828,10,36,Fair,4.12,486170
14829,West Lindsey,4020,2,98,Excellent,9.78,1165913
14830,Andersonburgh,2471,7,12,Poor,7.28,937098
14831,North Adam,2388,7,74,Poor,9.69,1702620
14832,New Robertland,2305,6,56,Poor,9.99,1111627
14833,Morrisonport,2685,6,42,Good,6.46,164422
14834,Phillipmouth,3396,2,31,Poor,3.82,214609
14835,Stevenstad,2436,8,27,Good,1.14,1832430
14836,Lake Christine,1742,3,17,Good,0.44,1569897
14837,Amystad,688,9,71,Excellent,1.06,1098837
14838,Boothton,3094,7,100,Excellent,6.64,345297
14839,Duncanberg,2301,5,35,Excellent,9.66,1455296
14840,Richardtown,1907,3,4,Fair,3.93,307345
14841,West Lori,3639,2,74,Good,8.5,1218669
14842,Leahview,2164,4,28,Fair,8.3,379886
14843,Port Danielton,4937,7,77,Excellent,0.17,1688646
14844,Michaelchester,642,1,92,Excellent,6.12,985102
14845,Lake Kevin,1813,2,32,Good,9.56,261539
14846,East Robertochester,1246,8,18,Excellent,8.78,135812
14847,Fisherhaven,2709,2,100,Fair,7.23,1982515
14848,Port Deborahshire,4483,5,31,Good,7.55,1970381
14849,Stephaniemouth,1520,8,46,Good,3.26,315264
14850,Turnerton,1283,3,3,Poor,1.69,718135
14851,East Roger,2516,3,26,Good,1.51,238341
14852,Georgeport,3829,3,29,Fair,4.13,1705344
14853,Kathleenberg,2310,10,24,Good,2.4,953070
14854,South Lukebury,2482,5,54,Excellent,5.93,1364861
14855,South Cynthia,4264,6,41,Good,4.54,1027585
14856,Vanessaport,1856,4,52,Fair,7.67,1955873
14857,Lake Elizabethborough,1921,2,35,Poor,6.71,1584079
14858,Jonesberg,2305,10,11,Good,3.1,337625
14859,Jamesville,2789,7,69,Excellent,6.74,625928
14860,New Calvinchester,1379,6,15,Fair,2.1,905385
14861,Lake Renee,525,2,49,Poor,8.53,358380
14862,Johnland,2456,7,19,Poor,2.28,310925
14863,East Victoria,3027,5,26,Fair,8.5,1572681
14864,Lake Michelle,4065,5,0,Poor,3.9,1802867
14865,Hillmouth,3667,2,76,Good,6.66,1057720
14866,Samuelmouth,4154,9,21,Fair,3.26,398508
14867,South Samuelfurt,2248,1,57,Good,9.49,643769
14868,Juanhaven,2402,6,5,Excellent,7.26,632146
14869,Burtonbury,1322,5,63,Fair,3.05,288998
14870,South Tonitown,1171,1,65,Good,1.92,404527
14871,Warrenton,3846,1,81,Poor,8.77,489504
14872,Lake Benjaminberg,4138,9,86,Fair,8.6,1771547
14873,Yvonneport,4125,6,83,Poor,7.73,925446
14874,West Peterport,1731,4,49,Fair,1.91,739535
14875,North Daniel,3649,9,68,Poor,8.03,1228001
14876,Parkershire,3614,1,76,Fair,1.92,1799397
14877,North Joshuashire,688,10,10,Excellent,9.95,931703
14878,Port Brianton,4934,5,5,Good,5.62,1131526
14879,Jacksonborough,2725,3,99,Poor,3.87,108310
14880,Lake Maryport,2180,1,87,Fair,8.28,469112
14881,North Justin,4526,8,1,Fair,4.16,1151389
14882,North Jennifer,4077,10,71,Good,0.77,890803
14883,Robertsview,4792,7,100,Excellent,6.91,1424386
14884,East Charlesmouth,3304,2,59,Fair,0.18,213303
14885,Lake Melanieborough,3138,10,20,Excellent,4.39,439063
14886,North Laurenstad,669,10,77,Fair,6.38,287551
14887,East Christopherhaven,4588,1,97,Excellent,4.2,491711
14888,Dunnton,4657,10,23,Fair,4.09,201106
14889,Perrychester,3677,8,32,Excellent,4.41,666993
14890,Levystad,4122,10,100,Excellent,1.37,573325
14891,West Darrenhaven,2183,9,17,Poor,2.42,814178
14892,West Sharon,3555,10,74,Good,5.36,1079495
14893,Richardshire,1683,7,73,Fair,9.86,1575785
14894,Davidberg,1133,6,74,Fair,7.2,614878
14895,Wellsberg,3593,10,91,Good,1.65,1684978
14896,West Kimberlyside,1879,2,6,Fair,3.06,1044362
14897,Wilsonmouth,3809,4,48,Good,3.29,569160
14898,North Christianchester,2196,2,25,Good,1.4,968888
14899,Port Jenny,2285,2,92,Poor,8.19,1186372
14900,West Jaredstad,3074,9,73,Poor,7.76,214880
14901,West Daniel,3393,8,53,Fair,6.08,1326951
14902,Garciachester,3818,1,62,Good,5.91,976928
14903,Alexview,2745,9,57,Poor,9.48,1322355
14904,Lopezmouth,2537,8,28,Good,0.6,1302276
14905,Jasonton,2881,9,76,Fair,9.03,1767469
14906,Gonzalezland,2391,2,22,Poor,9.32,1089197
14907,East Adam,3608,6,100,Excellent,8.81,1513903
14908,West Jessica,4347,8,83,Poor,6.48,1112193
14909,Manuelburgh,698,5,28,Excellent,1.12,498534
14910,Saraside,2499,10,83,Poor,4.06,345877
14911,Ballton,1029,2,23,Fair,3.45,661482
14912,Craigberg,4204,7,81,Fair,2.83,1838965
14913,Katiebury,679,8,42,Poor,7.56,483323
14914,South Benjamin,3685,2,15,Poor,0.28,1914663
14915,New Jillshire,3327,7,15,Good,8.62,948334
14916,Port Charles,3445,6,21,Excellent,3.97,1676665
14917,Port Janetview,3620,7,53,Poor,5.1,1228133
14918,North Lisahaven,667,8,99,Poor,2.29,439535
14919,East Marymouth,4521,1,64,Good,6.13,1383843
14920,Port Brendaburgh,4074,10,86,Poor,2.32,993152
14921,Mathewsport,4148,9,27,Poor,8.06,1231573
14922,West Jenniferview,3974,7,30,Fair,2.74,1451258
14923,Port Michael,1232,7,100,Fair,3.52,660230
14924,West Jasmine,4082,8,11,Excellent,8.45,1746878
14925,East Richardview,2588,9,56,Good,4.43,1076414
14926,South John,3352,9,89,Excellent,9.87,1417906
14927,Garrettfurt,2372,6,36,Good,0.58,1891572
14928,Shannonside,2704,2,29,Good,5.82,1336956
14929,North Benjaminland,3503,7,5,Poor,7.42,1958842
14930,New Danielle,2628,9,11,Excellent,5.32,1284477
14931,Lake Natalie,4420,3,62,Poor,4.88,1927970
14932,Port Joseph,1795,1,9,Good,7.56,1052697
14933,Lake Ronaldfort,1880,4,72,Good,0.96,1237536
14934,Williamsonbury,2295,9,76,Poor,8.16,261213
14935,Gibsonhaven,4736,6,92,Excellent,3.2,1026412
14936,North Trevorhaven,4849,3,8,Poor,5.5,744643
14937,West Susan,2103,9,5,Good,7.75,1523224
14938,Lake Michael,797,6,52,Good,9.79,932042
14939,East Julia,3624,8,41,Excellent,6.88,1981476
14940,West Shawnburgh,3486,10,8,Excellent,0.14,1397005
14941,New Henrybury,893,5,94,Good,1.8,820040
14942,Cruzfurt,2372,1,89,Fair,1.89,1799967
14943,North Christopher,1237,2,60,Poor,1.79,1909696
14944,New Lisa,1800,6,93,Poor,9.98,982528
14945,Jessicaberg,1256,5,38,Good,9.14,558075
14946,Newmanfurt,910,2,43,Excellent,0.52,115426
14947,Lake Annachester,2551,6,70,Poor,0.87,1368442
14948,Parsonsland,1149,1,5,Good,1.45,1064669
14949,New Josephbury,4802,7,78,Fair,2.83,1867957
14950,Lake Ashleyfort,2590,9,100,Poor,8.31,1959297
14951,Villanuevaborough,4211,10,77,Poor,4.27,1709224
14952,Smithhaven,1720,9,60,Poor,2.88,257906
14953,Perezborough,2901,6,38,Fair,4.01,1105645
14954,Port Brandy,1660,2,10,Poor,7.64,555769
14955,Bradleyfurt,4070,2,54,Excellent,8.91,1319510
14956,Dayfort,2781,9,36,Excellent,3.32,145496
14957,Smithmouth,2023,9,94,Good,1.59,330428
14958,Andrewtown,2376,2,78,Fair,1.53,259078
14959,West Marieton,3854,2,22,Good,3.36,747690
14960,New Jefferychester,3052,7,57,Good,6.87,864052
14961,West Brandon,1865,8,29,Fair,4.57,1653549
14962,West Tonyastad,4764,9,3,Excellent,5.67,1851394
14963,Reillyport,1047,8,43,Excellent,8.35,1102665
14964,New Audreyport,2399,4,44,Good,2.48,295096
14965,Port Davidborough,1255,5,74,Excellent,9.48,1582658
14966,Joneston,927,9,26,Good,5.88,498354
14967,Alexanderburgh,1941,1,14,Excellent,8.18,1990770
14968,South Raymondshire,2861,9,78,Good,5.93,1409046
14969,Port Crystalville,4988,6,36,Fair,4.42,270200
14970,Cherylside,4352,2,16,Poor,3.93,1806368
14971,South Trevor,3967,5,52,Good,0.53,1635270
14972,Chelseabury,1875,10,7,Poor,3.57,308735
14973,Port Sonia,2435,7,81,Poor,8.32,1709964
14974,Ramosshire,640,7,18,Excellent,0.28,870572
14975,North Katiechester,2100,8,13,Good,8.46,1291631
14976,Cooktown,1131,6,70,Excellent,7.73,1588998
14977,West Jacobfort,1051,8,12,Fair,9.3,1423377
14978,Darleneborough,1331,2,92,Poor,8.26,873834
14979,West Loristad,2704,7,22,Good,9.69,251615
14980,East Christine,1964,10,75,Poor,3.12,790933
14981,Lake Amandaside,4874,6,75,Good,4.89,1130848
14982,Johnsonborough,1516,5,46,Excellent,2.99,894662
14983,East Rogerport,4289,1,83,Poor,6.01,1950282
14984,Ramosstad,3522,3,59,Poor,2.85,307301
14985,Kennedystad,1965,4,65,Good,9.44,1361728
14986,Port Laura,1751,2,45,Fair,8.75,496580
14987,West Johnfort,4871,4,70,Fair,4.69,1048233
14988,Jamesberg,2030,5,78,Excellent,7.26,418208
14989,Smithville,2512,3,0,Excellent,3.7,1159376
14990,North Stephen,571,7,4,Good,8.23,681005
14991,Port Margarettown,3166,9,87,Good,1.19,1661004
14992,South Amber,1907,4,9,Excellent,1.31,189300
14993,North Aaronberg,2730,10,53,Fair,7.6,483399
14994,New Edwinbury,4704,7,57,Fair,2.28,780897
14995,Rebeccafurt,669,10,71,Excellent,4.52,542923
14996,New Ginatown,4603,10,2,Fair,0.92,1598238
14997,Baileyhaven,4632,6,56,Good,3.97,394807
14998,Danielfurt,965,8,26,Poor,0.61,1367399
14999,Millertown,3726,2,77,Poor,8.29,820689
15000,Beardview,1605,4,43,Poor,2.8,1831655
15001,Josephton,1868,10,51,Excellent,6.58,1560554
15002,Jeffreyshire,896,6,81,Fair,2.39,105340
15003,Juliefurt,4342,8,96,Fair,6.78,1022601
15004,South Susanberg,1777,1,18,Excellent,0.95,1986648
15005,Lake Gary,1583,1,28,Fair,0.57,718674
15006,Norrismouth,2481,2,96,Poor,1.16,1193276
15007,South Daniel,3508,7,98,Good,4.42,1458923
15008,Josephton,2787,9,69,Fair,5.58,265118
15009,Lake Patrick,4288,5,12,Fair,2.98,151583
15010,New Debra,2513,6,99,Poor,7.02,1686261
15011,Kellymouth,4226,2,21,Poor,6.29,832714
15012,North Jasmine,1934,3,60,Fair,2.52,1920580
15013,Patrickhaven,1400,3,96,Excellent,9.85,394770
15014,Leachshire,2533,5,87,Fair,5.04,1088134
15015,Port James,1827,1,63,Excellent,0.3,201063
15016,Krausestad,846,3,69,Poor,4.92,1864744
15017,New Tabitha,1049,4,34,Fair,7.57,736351
15018,East Jesusport,3591,9,6,Poor,9.25,268950
15019,Jenkinsport,1613,8,14,Excellent,4.38,1019592
15020,Jonathanbury,504,9,50,Fair,4.75,1883646
15021,Mckeefurt,2852,10,98,Poor,0.87,954586
15022,New Tanyaton,4274,4,94,Good,8.46,1228109
15023,Samuelbury,4832,1,71,Fair,4.25,1631879
15024,Morrisonmouth,4513,4,64,Excellent,5.16,946078
15025,Molinaville,3735,9,89,Excellent,9.49,1456343
15026,Lake Jonathan,4935,2,78,Excellent,9.16,1321994
15027,North Ericshire,3808,5,61,Fair,6.59,646548
15028,Lake Tony,4801,8,18,Excellent,8.83,1664305
15029,Ericborough,4322,7,87,Fair,3.85,1929996
15030,Reginaldland,4757,1,99,Excellent,2.02,1004572
15031,Chadburgh,3399,5,57,Poor,1.55,741931
15032,Port Lisafort,3819,1,39,Fair,7.24,233712
15033,Mosshaven,2559,10,68,Poor,7.41,1534113
15034,Williamstown,4788,7,45,Excellent,1.55,1893474
15035,Doughertychester,3839,3,48,Fair,9.25,1780766
15036,Williammouth,1867,7,10,Good,0.85,1551364
15037,Lake Lance,4621,3,28,Fair,8.09,1864578
15038,Melaniestad,4593,10,49,Good,8.16,1297781
15039,Port Barbara,1534,3,49,Fair,8.72,119495
15040,Johnton,798,3,20,Fair,3.96,1699683
15041,Jennifermouth,2194,6,52,Poor,4.39,913519
15042,Lake Jesseshire,1101,10,22,Excellent,3.43,1428034
15043,Leeborough,3510,6,71,Fair,5.95,1012396
15044,Nicholasfurt,2944,4,56,Good,1.13,363460
15045,New Davidview,1446,8,24,Poor,2.17,1074566
15046,Catherinefurt,3878,7,37,Excellent,8.51,374961
15047,East Cassidyfurt,3634,3,36,Poor,7.42,1766742
15048,Vanessaburgh,3579,2,69,Excellent,8.82,937181
15049,Port Chase,2953,1,59,Fair,1.77,140552
